name,description,website,city,state,country,region,subregion,tags,year,program,isExit,isUnicorn,isBCorp,isCurrentSession,linkedin,twitter,facebook,crunchbase,logo
Sonnet,Sonnet is a tailored sales outreach copilot that creates hundreds of well-researched and human-sounding sales emails.,https://sonnetai.com,Dublin,Ohio,United States,Americas,North America,Artificial intelligence and machine learning; SaaS,2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/sonnetai,,,https://crunchbase.com/organization/sonnet-56bc,https://images.crunchbase.com/image/upload/t_cb-default-original/n5o9xx6k238s6dyoef5k
smallTalk,"smallTalk has created an innovative speaker system to bring recorded caregiver voices to NICU babies. The NICU Egg enhances parent-baby bonding, while the ACTIVE Egg, paired with a sensor-equipped pacifier, aims to support brain development in preterm infants upon FDA clearance. Blending neurodevelopmental science with the power of voice, we empower NICU families--and soon, we'll expand into homes with products for language and early childhood development.",https://smalltalk.tech,Columbus,Ohio,United States,Americas,North America,Healthtech,2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/smalltalk-tech,https://twitter.com/smalltalk_tech,https://facebook.com/smalltalk.babytech/,https://crunchbase.com/organization/thrive-neuromedical,http://apimg.techstars.com/sf/accounts/logo/Logo_aa5d36faaf4c174d6cd4655f4.jpg
Served,Served is empowering people with allergies to dine out while helping restaurants to cater for them.,https://served-app.com,London,England,United Kingdom,Europe,Western Europe,Artificial intelligence and machine learning,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/servedapp,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_537bb328a22ffcd3211327bb6.png
Segura,Water quality testing without the need for a lab - heavy metals at ppb level in under 5 minutes through a digitally connected device,https://segura-water.com,London,,United Kingdom,Europe,Western Europe,Climate tech,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/segura-water,,,,https://apimg.techstars.com/profiles/1742574886515_493603.png
SaltyCloud,Next-Gen Automation for Cybersecurity Operations,https://saltycloud.com,Austin,Texas,United States,Americas,North America,Cybersecurity; Infrastructure,2020,Techstars Allied Space Accelerator,false,false,false,false,https://linkedin.com/company/saltycloudpbc,https://twitter.com/saltycloudhq,,https://crunchbase.com/organization/saltycloud,https://apimg.techstars.com/connect/images/image_files/5f3d2391a36c113b600001e8/original/0_%281%29.jpg
RYN,RYN is an AI fashion engine designed to reduce the stress of getting dressed by providing outfit recommendations using users' own clothes.,https://therynapp.com,Marysville,Ohio,United States,Americas,North America,Artificial intelligence and machine learning; Mobile; Mobile commerce; SaaS,2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/therynapp,,,,https://apimg.techstars.com/profiles/1739885302663_187286.png
Roomkast,Roomkast is a profile-matching tool for people who see the value in co-sharing a place to live.,https://roomkast.com,Copenhagen,,Denmark,Europe,Northern Europe,Mobile; Real estate tech,2022,Stockholm Techstars Accelerator,false,false,false,false,https://linkedin.com/company/roomkast,https://twitter.com/roomkast,https://facebook.com/people/Rooms-Apartments-in-Copenhagen/100071959841465/,https://crunchbase.com/organization/roomkast,https://apimg.techstars.com/connect/images/image_files/6332f37eee582c0009d539ae/original/logos_%282%29.png
RepOne Strength,RepOne is an athlete management system that helps trainers utilize data to automate guidance so they can manage more athletes.,https://reponestrength.com,New York City,New York,United States,Americas,North America,Digital health,2022,Techstars Sports Accelerator Powered by Indy,false,false,false,false,https://linkedin.com/company/repone-strength,https://twitter.com/RepOneStrength,https://facebook.com/RepOneStrength/,https://crunchbase.com/organization/repone-strength,https://images.crunchbase.com/image/upload/t_cb-default-original/valoheofnr3xztjuinqv
Pull To Refresh,Pull To Refresh is an environmental conservation organization that develops carbon removal technologies.,https://pulltorefresh.earth,Sunnvale,California,United States,Americas,North America,Cleantech; Climate tech; Robotics and Drones,2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/pulltorefresh,https://twitter.com/refreshingearth/,https://facebook.com/refreshingearth/,https://crunchbase.com/organization/pull-to-refresh,https://images.crunchbase.com/image/upload/t_cb-default-original/kvidrotiaemzbfvwlhxs
Plus Up,Award-winning product is all about encouraging kids to do their best every day.,https://gogoodtimer.com,CROWNSVILLE,Maryland,United States,Americas,North America,Digital health; Edtech; Internet of Things,2023,Techstars Anywhere Accelerator,false,false,false,false,https://linkedin.com/company/plus-up,,https://facebook.com/GoGoodTimer/,https://crunchbase.com/organization/plus-up,http://apimg.techstars.com/sf/accounts/logo/Logo_6b38ae55141fdc8d184373b1f.png
Plate,Social marketplace for influencer recipes.,https://plate.social,New York City,New York,United States,Americas,North America,Foodtech; Marketing tech,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/plate-social,,,,https://apimg.techstars.com/profiles/1722820759501_76224.png
Perks,Perks is a AI restaurant management app that allows restaurants to efficiently staff employees based on external factors.,https://perksrewards.app,Minneapolis,Minnesota,United States,Americas,North America,Real estate tech,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/perks-rewards,,,,https://apimg.techstars.com/profiles/1726156745898_83397.png
OYA Femtech Apparel,"OYA Femtech Apparel fights feminine health issues for athletes. Our apparel absorbs moisture, reduces bacteria, and increases natural ventilation. Our patent-pending leggings are the first to be designed with doctors to combat the $18B that US women spent last year dealing with feminine health issues (e.g., yeast infections, bacterial vaginosis, and urinary tract infections) because of athleisure, lack of knowledge, poor diet, etc.",https://wearoya.com,Los Angeles,California,United States,Americas,North America,Femtech,2022,Techstars Sports Accelerator Powered by Indy,false,false,false,false,https://linkedin.com/company/wearoya,https://twitter.com/wearoya,https://facebook.com/WearOYA/,https://crunchbase.com/organization/oya-apparel,https://apimg.techstars.com/profiles/1657053263321_807097.png
Organicin Scientific,"Biopesticide solutions designed to improve crop yield, profitability, and environmental stewardship through 'rational discovery' and microbiology",https://organicinscientific.com,Boston,Massachusetts,United States,Americas,North America,Healthtech,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/organicinscientific,,,https://crunchbase.com/organization/organicin-scientific,https://apimg.techstars.com/connect/images/image_files/62d1a0bd58d57e0008143373/original/organicin.png
On The Goga,"On the Goga is a no code platform that allows HR, benefits, and wellness teams to build their own wellness and benefits portals.",https://onthegoga.com,Philadelphia,Pennsylvania,United States,Americas,North America,HRtech,2023,Techstars Anywhere Accelerator,false,false,false,false,https://linkedin.com/company/onthegoga,https://twitter.com/onthegoga,https://facebook.com/onthegoga/,https://crunchbase.com/organization/on-the-goga,http://apimg.techstars.com/sf/accounts/logo/Logo_9afdee17e92233652b4a764ab.png
OneDeal,The most efficient way to buy or sell a business through the use of technology.,https://onedeal.biz,Brooklyn,New York,United States,Americas,North America,Fintech; SaaS,2023,Techstars Anywhere Accelerator,false,false,false,false,https://linkedin.com/company/onedeal,https://twitter.com/onedeal_biz,,https://crunchbase.com/organization/onedeal,http://apimg.techstars.com/sf/accounts/logo/Logo_bb6243495971be15ae98a6b49.png
Olpay,One-glance facial recognition retail/ecommerce checkout. Faster than Apple Pay,https://olpay.co,New York City,New York,United States,Americas,North America,Fintech,2022,Stockholm Techstars Accelerator,false,false,false,false,https://linkedin.com/company/olpay,https://twitter.com/,,https://crunchbase.com/organization/olpay,https://apimg.techstars.com/connect/images/image_files/632da280ee582c0009d539a9/original/Olpay_logo_%282%29_%281%29.png
Okkanti,Okkanti is a whole health pregnancy care platform that enables a community-ecosystem approach to caring for diverse populations.,https://okkanti.com,Madison,Wisconsin,United States,Americas,North America,Digital health; Femtech; Healthtech,2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/okkanti,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_415ce796d906bb695c11ac4d0.png
OfSpectrum,We provide comprehensive voice security and ethical AI solutions in four aspects,https://ofspectrum.com,Los Angeles,California,United States,Americas,North America,"Artificial intelligence and machine learning; Audiotech; SaaS; Technology, media and telecommunications",2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/ofspectrum,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_70c04a98ee7990f63549705e8.png
Nyad,Microbiology co-pilot for wastewater operators to remove maximum pollutants at best cost.,https://nyad.ai,Birmingham,Alabama,United States,Americas,North America,Artificial intelligence and machine learning; Cleantech; Industrials; Internet of Things,2024,"Founder Catalyst WaterTech & Sustainability, Techstars Columbus Powered by The Ohio State University",false,false,false,false,https://linkedin.com/company/nyad-ai,,,https://crunchbase.com/organization/nyad-a0d6,https://apimg.techstars.com/profiles/1739545770089_398358.png
Maygia,Device using hydrogen to clean water while producing electricity,https://maygia.com,Haifa,,Israel,Middle East,Middle East,Cleantech; Climate tech; Impact investing; Industrials; Infrastructure; Manufacturing; Oil and gas; Space tech,2022,Stockholm Techstars Accelerator,false,false,false,false,https://linkedin.com/company/maygia,,,https://crunchbase.com/organization/maygia,https://apimg.techstars.com/connect/images/image_files/632e229aa1a4790008bade11/original/Nytt_projekt_%286%29.png
Inspectle Food,Inspectle Food is a platform for conducting frequent hygiene inspections in GFSI-certified food manufacturing plants.,https://inspectle.online,Tallinn,Harjumaa,Estonia,Europe,Northern Europe,Foodtech,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/inspectle-food,,,https://crunchbase.com/organization/inspectle-food,http://apimg.techstars.com/sf/accounts/logo/Logo_172e718d7c7e76325fe96fea9.png
ImpactableX,"The Impact & ESG analytics platform designed for comparability, benchmarking & intelligence across the impact economy and up the capital stack.",https://impactablex.com,Philadelphia,Pennsylvania,United States,Americas,North America,Artificial intelligence and machine learning; Fintech; Impact investing,2023,Techstars Anywhere Accelerator,false,false,false,false,https://linkedin.com/company/impactablex,https://twitter.com/impactable_x,https://facebook.com/ImpactableX/,https://crunchbase.com/organization/impactablex,https://images.crunchbase.com/image/upload/t_cb-default-original/p9pu4d4mlb2knbaqaeja
Hop Robotics,Hop Robotics produces automation systems to streamline draft beverage dispensing for events and venues.  Our technology enables automatic fulfillment after payment allowing operators to capture up to 40% more revenue to maximize existing labor.  We leverage the reliability of industrial-grade robotics to support the hospitality sector in reducing waste and increasing speed of service without sacrificing the human touch. ,https://hoprobotics.com,Townville,South Carolina,United States,Americas,North America,Big Data; Foodtech,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/54120285,,,https://crunchbase.com/organization/hop-robotics,http://apimg.techstars.com/sf/accounts/logo/Logo_0adf70c235b21e3d0c78b5ed2.png
Gymble,"Gymble is a dual-sided sports and fitness marketplace that allows users to search, find and pay for personal training, facility rentals, and fitness experiences",https://gymble.us,Newark,New Jersey,United States,Americas,North America,Marketing tech; Mobile,2023,Techstars Anywhere Accelerator,false,false,false,false,https://linkedin.com/company/gymble-inc,https://twitter.com/gymbleapp,https://facebook.com/GymbleInc/,https://crunchbase.com/organization/gymble,http://apimg.techstars.com/sf/accounts/logo/Logo_2b5afaad4a4f05fea502f68c9.jpg
GRIT,GRIT empowers people with disabilities to experience the outdoors and go on adventures with loved ones.,https://gogrit.us,Medford,Massachusetts,United States,Americas,North America,Mobility tech,2023,Techstars Anywhere Accelerator,false,false,false,false,https://linkedin.com/company/gogrit,https://twitter.com/GRIT_Freedom,https://facebook.com/gogrit.org,https://crunchbase.com/organization/global-research-innovation-technology,http://apimg.techstars.com/sf/accounts/logo/Logo_713cf007f7065228888ca493c.png
goscore,Building the FICO of Europe credit score,https://goscore.me,Bergen,,Norway,Europe,Northern Europe,Artificial intelligence and machine learning; Big Data; Fintech; Mobile,2022,Stockholm Techstars Accelerator,false,false,false,false,https://linkedin.com/company/goscore,,https://facebook.com/pg/goscoreas,https://crunchbase.com/organization/goscore,https://apimg.techstars.com/profiles/1664457411277_421953.png
Generation Environment,Generation Environment is a micro-philanthropy app that supports climate solutions and biodiversity protection.,https://generationenvironment.com,Brooklyn,New York,United States,Americas,North America,"Climate tech; Fintech; Impact investing; Lifestyles of Health and Sustainability and wellness; Technology, media and telecommunications",2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/generationenvironment,,https://facebook.com/WeAreAllGenE,https://crunchbase.com/organization/generation-environment,https://images.crunchbase.com/image/upload/t_cb-default-original/dt3celaaogikkz1k0wn8
Fovionics,We are building the world's first hands-free and affordable assistive technology for the visually impaired. ,https://fovionics.com,Dover,Delaware,United States,Americas,North America,Artificial intelligence and machine learning; Digital health; Healthtech; Internet of Things,2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/beyondsight,,,,https://apimg.techstars.com/profiles/1739592431559_98741.png
Evenlift,"EvenLift improves gym retention and monetization through a digital personal trainer who counts your reps, corrects your form, and tracks your progress using AI-enabled, wall-mounted cameras alongside a mobile app.",https://evenlift.io,Pflugerville,Texas,United States,Americas,North America,Digital health,2022,Techstars Sports Accelerator Powered by Indy,false,false,false,false,https://linkedin.com/company/evenlift,,,https://crunchbase.com/organization/evenlift,https://apimg.techstars.com/connect/images/image_files/62c740c0db450b000890fd10/original/evenlift.jpeg
Ekei,"Ekei is revolutionizing logistics with the Supply Cloud: a global, provider-agnostic platform unifying freight forwarding and fulfillment. By leveraging automation, AI-driven optimization, and decentralized data sharing, we slash costs, reduce emissions, and enable seamless collaboration across the entire supply chain.",https://ekei.net,London,,United Kingdom,Europe,Western Europe,Artificial intelligence and machine learning; Supply chain technology,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/ekeigroup,,,,https://apimg.techstars.com/profiles/1723284535782_63294.png
EcoBloc,EcoBloc protects inventory and equipment using ultrasonic waves.,https://bloc.eco,Portugal Cove-St. Philip's,Newfoundland and Labrador,Canada,Americas,North America,Agtech; Artificial intelligence and machine learning; Cleantech; Fintech; Foodtech; Internet of Things; Manufacturing; Real estate tech; Supply chain technology,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/ecobloc,,,https://crunchbase.com/organization/ecobloc,https://apimg.techstars.com/connect/images/image_files/62d19b5989665b000892e14a/original/ecobloc.png
Digiphy,"Digiphy is a SaaS marketing platform that activates physical products and marketing assets, transforming them into an always-on digital marketing channel. We combine page building with connected technology to seamlessly bridge physical and digital.",https://digiphy.it,Los Angeles,California,United States,Americas,North America,Marketing tech,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/digiphyit,https://twitter.com/Digiphy_it,https://facebook.com/Digiphy.it,https://crunchbase.com/organization/digiphy-it,https://apimg.techstars.com/profiles/1661921094999_884971.png
CropConex,CropConex is a marketplace and supply chain management platform streamlining the sales and exports of specialty crops worldwide.,https://cropconex.com,Highland,California,United States,Americas,North America,Agtech; Fintech; Foodtech; Mobile commerce; Supply chain technology,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/cropconex,https://twitter.com/CropConex,https://facebook.com/cropconex,https://crunchbase.com/organization/cropconex,https://apimg.techstars.com/connect/images/image_files/62d1a1fc58d57e0008143376/original/CropConexIcon.png
Clockout, Clockout is an embedded earned wage access platform that enables employees to access real-time earnings from their mobile banking app.,https://joinclockout.com,Cooper City,Florida,United States,Americas,North America,Fintech,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/79848182,https://twitter.com/joinclockout,,https://crunchbase.com/organization/clockout-31f8,https://apimg.techstars.com/profiles/1728339493961_55111.png
CarbonBridge,CarbonBridge is a climate-action company that generates industrial and transportation gases from agricultural waste streams. The methods used result in CDR as well as some offsets.,https://carbonbridge.io,San Jose,California,United States,Americas,North America,Agtech; Cleantech; Climate tech; Impact investing; Industrials,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/carbonbridge,,,https://crunchbase.com/organization/carbonbridge,https://apimg.techstars.com/connect/images/image_files/62d1a0f289665b000892e14b/original/Carbon_Bridge.png
BoxxDocks,"BoxxDocks is developing the next generation of dynamic containerised shipping solutions, giving companies full control and flexibility over their logistics operations. A radical response to an ever-growing consumer base.",https://boxxdocks.com,London,,United Kingdom,Europe,Western Europe,Cleantech; Lifestyles of Health and Sustainability and wellness,2022,Techstars London Accelerator,false,false,false,false,https://linkedin.com/company/boxxdocks,https://twitter.com/boxxdocks,https://facebook.com/BoxxDocks/,https://crunchbase.com/organization/boxxdocks,https://images.crunchbase.com/image/upload/t_cb-default-original/smofomgtqtt5k8oobzxt
Borde,"Brings operational efficiencies to industrial plants, saving time, money, and increasing accuracy.",https://borde.io,San Ramon,California,United States,Americas,North America,Artificial intelligence and machine learning; Big Data,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/bordeio,https://twitter.com/AutonomousEdge,,https://crunchbase.com/organization/borde,https://apimg.techstars.com/profiles/1657740364585_904460.png
Big Brain AI,Empowering Frontline Workers for Peak Efficiency via AI,https://big-brain.ai,New York City,New York,United States,Americas,North America,Restaurant tech,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/ai-bigbrain,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_164b81f54ae1879cc95c81607.png
Bairu,Bairu is making self-service accessible for independent restaurant owners.,https://bairu.io,La Paz,,Bolivia,Americas,South America,Foodtech,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/bairu,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_47e0d1f9d8a572992c9f136b0.png
Avionova,"Avionova's earbuds are the first real-time, drug-free solution for motion sickness, vertigo, spatial disorientation, and tinnitus elimination.",https://avionova.tech,Hilliard,Ohio,United States,Americas,North America,Healthtech; Space tech,2025,Techstars Columbus Powered by The Ohio State University,false,false,false,false,https://linkedin.com/company/avionova,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_c0c09a88a485fcf62c68d0deb.png
Availyst,"Availyst is a delivery management platform that offers a personalized search engine for food and beverage delivery. It helps users save time and money on delivery and on-demand services.

The platform was founded by Mandy Poston.",https://home.availyst.com,Philadelphia,Pennsylvania,United States,Americas,North America,Artificial intelligence and machine learning; Foodtech; Mobile,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/availyst,https://twitter.com/availyst,https://facebook.com/availyst,https://crunchbase.com/organization/availyst,https://apimg.techstars.com/profiles/1657731551566_635525.png
AnsuR,High Precision Mission critical visual communication,https://ansur.no,Fornebu,,Norway,Europe,Northern Europe,Internet of Things; Robotics and Drones,2020,Techstars Allied Space Accelerator,false,false,false,false,https://linkedin.com/company/ansur,https://twitter.com/ansurtech,https://facebook.com/AnsuRTechnologies/,https://crunchbase.com/organization/ansur-technologies-as,https://apimg.techstars.com/connect/images/image_files/5f47f883a36c11210a00003c/original/ansur-square.png
AlphaBBL,An energy analytics company that uses aerial imagery to monitor oil storage facilities to provide tradable insights and analysis.,https://alphabbl.com,Union City,New Jersey,United States,Americas,North America,Artificial intelligence and machine learning; Fintech; Oil and gas,2020,Techstars Allied Space Accelerator,false,false,false,false,https://linkedin.com/company/alpha-barrel,https://twitter.com/alphabbl,,https://crunchbase.com/organization/alphabbl,https://apimg.techstars.com/connect/images/image_files/5eab2bf534a60d3228000042/original/0.png
AgroCenta,Agricultural technology platform creating shared value for smallholder farmers and businesses,https://agrocenta.com,Accra,,Ghana,Africa,Western Africa,Agtech; Fintech,2022,Techstars Future of Food Powered by Ecolab,false,false,false,false,https://linkedin.com/company/10857307,https://twitter.com/agrocenta,https://facebook.com/agrocenta,https://crunchbase.com/organization/agrocenta,https://apimg.techstars.com/connect/images/image_files/62d1a1d358d57e0008143375/original/AgroCenta.png
3R Pallets,"Transforming Supply Chain with Closed Loop Cost Effective, Durable, & Sustainable Bio-Composite Pallets, Reducing Deforestation & Carbon Footprint",https://3rpallets.com,Okmoes,Michigan,United States,Americas,North America,Climate tech; Manufacturing,2024,Techstars Future of Food Powered by Ecolab,false,false,false,false,,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_4bb09b4c80d798f432fd5ecd3.png
Krak,KRAK is a social and e-commerce platform for rebellious sports,https://skatekrak.com,Los Angeles,California,United States,Americas,North America,"Cryptocurrency/Blockchain; Mobile; Technology, media and telecommunications",2018,Techstars Boulder Accelerator,false,false,false,false,https://linkedin.com/company/indy-trackers,https://twitter.com/skatekrak,https://facebook.com/pg/Krakdk/about/,https://crunchbase.com/organization/krak,https://apimg.techstars.com/connect/images/image_files/5a68ddd5c9aec74a0400001c/original/krak_logo_square.png
Madbarz,Next gen fitness app right in the middle of the modern fitness revolution,https://madbarz.com,Zagreb,,Croatia,Europe,Southern Europe,Beauty; Digital health; Lifestyles of Health and Sustainability and wellness,2016,Techstars London Accelerator,false,false,false,false,https://linkedin.com/company/madbarz,https://twitter.com/madbarz1,https://facebook.com/Madbarz.1/,https://crunchbase.com/organization/madbarz,https://apimg.techstars.com/connect/images/image_files/57d57cd8808320b4d9000002/original/Madbarz2.png
Hurree,"Hurree is a marketing automation platform for apps, which allows app developers and marketers to engage and energise their users-base.",https://hurree.co,Belfast,,United Kingdom,Europe,Western Europe,Mobile,2017,Techstars London Accelerator,false,false,false,false,https://linkedin.com/company/hurree,https://twitter.com/Hurree_me,https://facebook.com/Hurree.co,https://crunchbase.com/organization/hurree,https://apimg.techstars.com/connect/images/image_files/596c914a9c66a95c58000013/original/new-design-logo-grey_%287%29.png
ThisFish,ThisFish is an emerging leader in seafood traceability software that improves business efficiency and increases trust and transparency in seafood supply chains.,https://this.fish,Vancouver,British Columbia,Canada,Americas,North America,Climate tech,2018,Techstars Sustainability in Partnership with The Nature Conservancy,false,false,false,false,https://linkedin.com/company/thisfish,https://twitter.com/this_fish,https://facebook.com/thisfish,https://crunchbase.com/organization/thisfish-inc,https://apimg.techstars.com/connect/images/image_files/5b332169c1a4b871dd000144/original/Thisfish_flag_wood.png
Lotic Labs,Powering financial innovation for water and the environment.,https://loticlabs.com,Chicago,Illinois,United States,Americas,North America,Cleantech; Climate tech; Fintech; Insurtech,2018,Techstars Sustainability in Partnership with The Nature Conservancy,false,false,false,false,https://linkedin.com/company/lotic-labs,https://twitter.com/loticlabs,,https://crunchbase.com/organization/lotic-labs,https://apimg.techstars.com/connect/images/image_files/5b313650c1a4b871dd0000f0/original/Lotic_-_Square2.png
Stockfuse,"Stockfuse is a revolutionary candidate evaluation and talent development platform, employing gamification technology to bring skill-based recruitment to the financial services industry.",https://stockfuse.com,Brooklyn,New York,United States,Americas,North America,Fintech,2015,"London Barclays Accelerator, powered by Techstars",false,false,false,false,https://linkedin.com/company/stockfuse,https://twitter.com/stockfuse,https://facebook.com/Stockfuse-694390040636378/,https://crunchbase.com/organization/stockfuse,https://apimg.techstars.com/connect/images/image_files/55815586740ea713f5000006/original/Screen_Shot_2015-06-17_at_12.09.38.png
FIX HEALTH,An incremental behavior change engine that solves a variety of user engagement problems across multiple health verticals.,https://fix-health.com,Atlanta,Georgia,United States,Americas,North America,Gaming; Healthtech; Insurtech; Lifestyles of Health and Sustainability and wellness; Mobile,2018,MetLife Digital Accelerator powered by Techstars,false,false,false,false,https://linkedin.com/company/fix-fitness-interactive-experience,https://twitter.com/fix_outbreak,https://facebook.com/FitnessInteractiveExperience,https://crunchbase.com/organization/fitness-interactive-experience,https://apimg.techstars.com/connect/images/image_files/5bc6194434a60d09e3000008/original/FIXHEALTH_logo_282x282.png
Aligned Business,A SaaS platform that allows insurers to create and deploy any insurance product to market in weeks instead of years at a fraction of the cost.,https://alignedbiz.com,Singapore,,Singapore,Asia,Southeastern Asia,Fintech; Insurtech,2018,MetLife Digital Accelerator powered by Techstars,false,false,false,false,https://linkedin.com/company/aligned-business,https://twitter.com/OrigamInsureTec,,https://crunchbase.com/organization/aligned-business,https://apimg.techstars.com/connect/images/image_files/5bb78bad34a60d49b2000017/original/Origami_Logo_01.png
YourDiamonds,Enabling the diamond industry to solve old-world problems through digital technologies and web3.,https://yourdiamonds.com,Sydney,,Australia,Oceania,Oceania,Cryptocurrency/Blockchain; Fintech,2022,Launchpool Web3 Techstars Accelerator,false,false,false,false,https://linkedin.com/company/yourdiamonds,https://twitter.com/YourDiamondsCom,https://facebook.com/yourdiamondscom/,https://crunchbase.com/organization/your-diamonds,https://apimg.techstars.com/connect/images/image_files/624c75161d115c14cc85f68d/original/Screenshot_2022-04-05_at_17.57.50.png
WeavAir,"Proactive end-to-end solution for air distribution systems that prevents the spread of contamination and infection, while reducing operational and maintenance costs.",https://weavair.com,Toronto,Ontario,Canada,Americas,North America,Artificial intelligence and machine learning; Cleantech; Infrastructure; Internet of Things; Lifestyles of Health and Sustainability and wellness,2020,"MIH for startups powered by Techstars, Techstars Starburst Space Accelerator",false,false,false,false,https://linkedin.com/company/weavair,https://twitter.com/weavair_team,https://facebook.com/weavair.team,https://crunchbase.com/organization/weavair,https://apimg.techstars.com/connect/images/image_files/5f51443934a60d0cb6000019/original/Screen_Shot_2020-09-03_at_1.29.51_PM.png
vRotors,vRotors unlocks live engagement with remote locations for distributed teams through revolutionary real-time control of robotics and drones.,https://vrotors.com,Hacienda Heights,California,United States,Americas,North America,Artificial intelligence and machine learning; Gaming; Internet of Things; Mobile; Robotics and Drones; Virtual reality,2020,Techstars Starburst Space Accelerator,false,false,false,false,https://linkedin.com/company/vrotors-inc,https://twitter.com/VRotors,https://facebook.com/vrotors,https://crunchbase.com/organization/vrotors-inc,https://apimg.techstars.com/connect/images/image_files/5eb98d29a36c116eba000064/original/Screen_Shot_2020-05-11_at_10.36.23_AM.png
VOIDS,"Providing technology empowering brands, businesses, and people to build a sustainable e-commerce ecosystem for all.",https://voids.ai,Hamburg,,Germany,Europe,Western Europe,Artificial intelligence and machine learning; Marketing tech; Supply chain technology,2022,Techstars Berlin Accelerator,false,false,false,false,https://linkedin.com/company/void's-sl,,,https://crunchbase.com/organization/voids,https://apimg.techstars.com/profiles/1663090725054_232337.png
Vocations,Vocations is a sales intelligence platform for HR companies that leverages an AI agent to scrape job offers directly from company websites.,https://vocations.io,Cernusco sul Naviglio,Milan,Italy,Europe,Southern Europe,HRtech,2025,Techstars Transformative World Torino,false,false,false,false,https://linkedin.com/company/vocations-io,,,https://crunchbase.com/organization/vocations,https://apimg.techstars.com/profiles/1739880453967_735275.png
Vittas,Vittas is an Africa-based company that provides loans to small and medium-sized businesses.,https://vittasinternational.com,Lagos,,Nigeria,Africa,Western Africa,Artificial intelligence and machine learning; Big Data; Fintech; Healthtech,2022,ARM Labs Lagos Techstars Accelerator,false,false,false,false,https://linkedin.com/company/vittas,https://twitter.com/Vittas15,https://facebook.com/VittasInternational,https://crunchbase.com/organization/vittas,http://apimg.techstars.com/sf/accounts/logo/Logo_0015ffbdd041db7305b36b153.png
Ultrium Technologies,"Ultrium leverages AI and real-time vehicle data to predict breakdowns related to automobile maintenance, allowing owners to avoid costly repairs and downtime and adopt safer habits when operating a vehicle.",https://discoverultrium.com,Detroit,Michigan,United States,Americas,North America,Big Data; Mobility tech,2024,Techstars Detroit powered by J.P. Morgan,false,false,false,false,https://linkedin.com/company/97416122,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_5a5dada9b52ab7bce91f6edb3.png
Trove,Trove is a social investing application for Africans.,https://trovefinance.com,Wilmington,Delaware,United States,Americas,North America,Fintech; Impact investing; Mobile,2024,Techstars Detroit powered by J.P. Morgan,false,false,false,false,https://linkedin.com/company/35674891,https://twitter.com/trovefinance,,,http://apimg.techstars.com/sf/accounts/logo/Logo_9c26465bda03175c25f3e51cb.png
TradeWay,Tradeway builds productivity tools for those working in the skilled trades ,https://tradesaretheway.com,Los Angeles,California,United States,Americas,North America,HRtech,2024,Techstars Detroit powered by J.P. Morgan,false,false,false,false,https://linkedin.com/company/tradeway-tech-inc,,,,http://apimg.techstars.com/sf/accounts/logo/Logo_df9271d8a0d1f71d69a3c066b.png
